sale_id,customer_id,product_id,date,quantity,discount_percent,payment_method,status
22273,573,227,2023-01-02,1,5,Credit Card,Completed
16511,706,101,2023-01-02,5,5,PayPal,Completed
1699,373,196,2023-01-02,2,0,Credit Card,Cancelled
4417,627,115,2023-01-02,1,5,Credit Card,Completed
35084,942,139,2023-01-02,2,0,Debit Card,Cancelled
12809,131,132,2023-01-02,5,5,Debit Card,Completed
31219,744,139,2023-01-02,2,0,Debit Card,Completed
40244,896,129,2023-01-02,2,5,Debit Card,Completed
17156,417,241,2023-01-02,1,5,Debit Card,Completed
34316,232,157,2023-01-02,1,0,Credit Card,Completed
26217,750,121,2023-01-02,1,0,Credit Card,Completed
48732,177,210,2023-01-02,2,0,Credit Card,Completed
44621,965,116,2023-01-02,1,0,PayPal,Completed
6670,287,164,2023-01-02,1,5,PayPal,Completed
14268,416,224,2023-01-02,1,5,PayPal,Completed
8630,364,180,2023-01-02,1,10,Credit Card,Completed
40132,882,177,2023-01-02,3,0,Debit Card,Cancelled
30537,8,212,2023-01-03,1,0,Credit Card,Completed
6127,443,107,2023-01-03,1,10,PayPal,Completed
37624,837,154,2023-01-03,2,0,Cash,Completed
7848,581,189,2023-01-03,1,5,Credit Card,Processing
26928,161,232,2023-01-03,5,0,Debit Card,Completed
18519,219,142,2023-01-03,2,0,Debit Card,Completed
14928,968,111,2023-01-03,1,5,Credit Card,Completed
42949,953,131,2023-01-03,2,5,PayPal,Completed
32041,569,148,2023-01-03,2,0,Debit Card,Completed
48898,173,117,2023-01-03,1,0,Cash,Completed
38229,439,193,2023-01-03,1,5,Cash,Completed
15239,900,208,2023-01-03,2,0,Credit Card,Completed
34539,602,171,2023-01-03,1,0,Credit Card,Processing
8621,141,231,2023-01-03,2,0,Debit Card,Completed
20903,801,248,2023-01-03,2,0,Credit Card,Completed
34528,343,131,2023-01-03,1,0,Credit Card,Shipped
9851,743,182,2023-01-03,1,0,PayPal,Completed
26317,291,175,2023-01-03,3,5,Debit Card,Completed
50257,37,194,2023-01-03,1,0,Credit Card,Completed
47774,453,245,2023-01-03,1,0,Credit Card,Completed
27862,728,147,2023-01-03,2,5,Credit Card,Completed
42013,42,168,2023-01-03,1,0,Cash,Completed
37326,680,142,2023-01-03,2,10,Credit Card,Completed
50255,982,127,2023-01-03,1,5,Credit Card,Completed
18430,321,157,2023-01-03,2,0,PayPal,Shipped
44903,896,192,2023-01-03,2,0,Debit Card,Processing
13198,804,245,2023-01-03,5,5,Cash,Completed
46370,9999,167,2023-01-03,2,5,Credit Card,Completed
33462,141,196,2023-01-03,1,5,PayPal,Completed
42569,400,118,2023-01-03,3,10,Cash,Completed
15630,278,154,2023-01-03,2,0,Debit Card,Completed
29408,843,244,2023-01-03,2,10,Credit Card,Completed
18452,122,231,2023-01-03,1,10,Cash,Completed
6733,195,200,2023-01-03,2,0,PayPal,Completed
8647,746,209,2023-01-03,3,10,PayPal,Completed
42887,885,132,2023-01-03,1,5,Credit Card,Completed
38700,903,218,2023-01-03,2,5,PayPal,Completed
7045,717,160,2023-01-03,1,0,Credit Card,Completed
29300,46,210,2023-01-03,2,0,Credit Card,Completed
2172,697,153,2023-01-03,2,5,Debit Card,Completed
43494,430,104,2023-01-03,1,0,Credit Card,Completed
35166,630,116,2023-01-03,5,0,Credit Card,Completed
33758,481,115,2023-01-03,1,0,Credit Card,Shipped
15127,832,154,2023-01-03,5,0,Credit Card,Completed
19532,74,186,2023-01-03,1,0,Debit Card,Completed
48156,712,160,2023-01-03,1,0,Credit Card,Completed
29145,322,147,2023-01-03,1,0,Credit Card,Completed
22348,448,146,2023-01-03,1,0,Debit Card,Completed
4038,22,197,2023-01-03,1,10,Credit Card,Processing
12529,98,240,2023-01-03,1,0,PayPal,Completed
48579,815,116,2023-01-03,1,10,PayPal,Cancelled
24897,453,243,2023-01-03,1,0,PayPal,Completed
44667,932,113,2023-01-03,2,10,Credit Card,Completed
28726,783,143,2023-01-03,1,5,PayPal,Completed
25274,355,163,2023-01-03,1,0,Cash,Completed
25269,618,112,2023-01-03,3,5,Debit Card,Completed
25742,95,196,2023-01-03,2,0,Debit Card,Completed
14022,233,238,2023-01-03,2,0,Debit Card,Cancelled
1961,321,182,2023-01-03,5,5,Credit Card,Completed
6312,289,189,2023-01-03,3,10,PayPal,Completed
22069,149,162,2023-01-03,1,5,Credit Card,Completed
27651,177,196,2023-01-03,1,0,Debit Card,Completed
10891,826,163,2023-01-03,3,5,Debit Card,Completed
49174,434,196,2023-01-03,3,10,Debit Card,Completed
49225,736,234,2023-01-03,1,0,Debit Card,Shipped
16490,882,204,2023-01-03,4,5,Debit Card,Completed
14675,187,217,2023-01-03,4,0,Debit Card,Cancelled
29340,114,193,2023-01-03,1,10,Debit Card,Shipped
37023,874,186,2023-01-03,1,10,Credit Card,Completed
2239,49,189,2023-01-03,1,0,Credit Card,Completed
36484,330,146,2023-01-03,4,10,PayPal,Completed
24898,916,244,2023-01-03,3,0,Debit Card,Completed
12999,542,225,2023-01-03,2,5,Credit Card,Completed
19737,651,180,2023-01-03,3,0,PayPal,Completed
4139,142,168,2023-01-03,1,0,Credit Card,Completed
4438,342,190,2023-01-03,1,0,Credit Card,Completed
6885,797,170,2023-01-03,1,5,PayPal,Completed
48618,107,222,2023-01-03,2,10,Credit Card,Completed
11257,448,113,2023-01-03,3,10,Cash,Shipped
8177,567,200,2023-01-03,1,0,Credit Card,Shipped
40333,112,186,2023-01-03,2,0,Credit Card,Completed
10157,458,195,2023-01-03,5,0,Debit Card,Completed
35374,126,157,2023-01-04,2,5,Debit Card,Completed
48924,393,237,2023-01-04,1,5,Credit Card,Processing
18485,376,112,2023-01-04,3,0,Credit Card,Completed
42752,915,171,2023-01-04,3,0,Credit Card,Completed
36398,467,105,2023-01-04,3,0,Debit Card,Completed
37824,639,156,2023-01-04,1,0,Credit Card,Completed
46625,127,163,2023-01-04,1,5,Credit Card,Completed
37934,520,233,2023-01-04,1,5,Debit Card,Completed
42057,92,202,2023-01-04,2,5,Credit Card,Completed
28139,892,193,2023-01-04,3,5,Debit Card,Completed
5681,79,112,2023-01-04,2,5,PayPal,Completed
39595,383,204,2023-01-04,1,5,Cash,Shipped
7680,864,196,2023-01-04,2,10,Credit Card,Processing
33226,938,192,2023-01-04,2,0,Credit Card,Completed
4449,631,108,2023-01-04,2,10,Credit Card,Completed
18167,875,237,2023-01-04,2,5,Credit Card,Completed
50261,97,141,2023-01-04,2,0,Credit Card,Completed
35025,227,106,2023-01-04,2,5,Debit Card,Completed
7576,385,181,2023-01-04,1,0,Cash,Shipped
5618,185,207,2023-01-04,2,0,Credit Card,Completed
41285,906,149,2023-01-04,3,0,Credit Card,Completed
46741,171,156,2023-01-04,5,5,PayPal,Completed
40680,58,197,2023-01-04,1,0,Credit Card,Completed
8524,112,180,2023-01-04,1,0,Credit Card,Completed
6161,337,150,2023-01-04,1,5,Credit Card,Completed
33928,762,179,2023-01-04,1,5,Credit Card,Completed
25108,545,183,2023-01-04,3,5,PayPal,Shipped
33901,707,224,2023-01-04,1,0,Debit Card,Completed
33886,839,108,2023-01-04,3,5,PayPal,Completed
13388,754,104,2023-01-04,1,5,Credit Card,Completed
36945,942,163,2023-01-04,1,0,Credit Card,Shipped
47772,896,224,2023-01-04,1,0,PayPal,Completed
36952,252,201,2023-01-04,3,5,Credit Card,Completed
42371,403,233,2023-01-04,2,0,Credit Card,Completed
29123,148,202,2023-01-04,2,0,Debit Card,Completed
33812,339,223,2023-01-04,2,0,Debit Card,Completed
36811,524,183,2023-01-04,1,5,Debit Card,Completed
22126,827,107,2023-01-04,1,0,Cash,Completed
41273,328,147,2023-01-04,2,5,Credit Card,Completed
12123,382,159,2023-01-04,3,0,PayPal,Completed
26119,385,227,2023-01-04,2,5,Debit Card,Completed
48288,54,110,2023-01-04,1,0,Credit Card,Completed
38512,989,246,2023-01-04,1,5,Credit Card,Shipped
14893,554,204,2023-01-04,2,0,Debit Card,Completed
42190,548,153,2023-01-04,2,10,PayPal,Completed
20069,803,103,2023-01-04,1,5,Debit Card,Shipped
34565,12,144,2023-01-04,2,5,PayPal,Completed
10754,482,209,2023-01-04,1,0,Debit Card,Completed
14323,292,204,2023-01-04,1,0,Credit Card,Completed
20534,605,109,2023-01-04,2,0,Credit Card,Completed
2266,223,223,2023-01-04,2,0,Debit Card,Completed
42192,212,148,2023-01-04,1,5,Credit Card,Completed
2398,90,148,2023-01-04,1,0,Debit Card,Completed
10369,666,112,2023-01-04,1,0,Debit Card,Completed
20537,601,241,2023-01-04,3,0,Credit Card,Completed
21756,234,157,2023-01-04,1,0,Credit Card,Completed
40726,487,104,2023-01-04,2,5,Credit Card,Completed
15774,536,193,2023-01-04,2,0,Credit Card,Completed
49271,899,175,2023-01-04,1,5,PayPal,Completed
6946,251,236,2023-01-04,3,0,Credit Card,Completed
17293,86,126,2023-01-04,2,0,Credit Card,Completed
21718,400,235,2023-01-04,2,10,Debit Card,Completed
29953,284,169,2023-01-04,2,0,Debit Card,Shipped
31978,365,217,2023-01-04,2,0,PayPal,Processing
29962,104,208,2023-01-04,1,0,Credit Card,Processing
32522,72,114,2023-01-04,1,10,Credit Card,Completed
18610,716,126,2023-01-04,4,0,Cash,Completed
29497,619,155,2023-01-04,2,5,Debit Card,Completed
50277,739,147,2023-01-05,1,10,Debit Card,Completed
50560,418,132,2023-01-05,5,0,PayPal,Completed
4995,722,118,2023-01-05,4,0,Cash,Completed
40634,941,102,2023-01-05,3,5,Credit Card,Completed
37914,676,171,2023-01-05,1,0,Debit Card,Processing
44313,481,222,2023-01-05,2,5,Credit Card,Completed
4523,527,127,2023-01-05,1,0,Credit Card,Completed
5515,204,122,2023-01-05,1,0,Credit Card,Completed
38427,106,214,2023-01-05,1,5,Credit Card,Shipped
27528,475,196,2023-01-05,2,0,Debit Card,Completed
1049,72,185,2023-01-05,1,0,Debit Card,Completed
6006,567,205,2023-01-05,1,10,Credit Card,Completed
16761,993,124,2023-01-05,1,0,Credit Card,Completed
17601,916,112,2023-01-05,1,0,Credit Card,Completed
38624,994,118,2023-01-05,2,0,Credit Card,Completed
5933,221,147,2023-01-05,1,0,Credit Card,Completed
18303,173,111,2023-01-05,2,5,PayPal,Completed
7653,511,112,2023-01-05,1,5,Credit Card,Completed
3365,469,230,2023-01-05,3,0,Credit Card,Completed
28607,509,227,2023-01-05,3,0,Credit Card,Completed
6939,715,132,2023-01-05,1,0,PayPal,Shipped
50709,152,113,2023-01-05,3,10,Debit Card,Completed
7858,819,176,2023-01-05,2,0,Credit Card,Shipped
7043,390,205,2023-01-05,1,10,PayPal,Completed
27906,326,200,2023-01-05,1,10,Cash,Completed
4991,375,220,2023-01-05,1,0,Debit Card,Completed
41311,592,175,2023-01-05,1,0,PayPal,Shipped
46878,187,170,2023-01-05,1,0,Credit Card,Completed
31580,825,158,2023-01-05,1,0,Credit Card,Completed
31335,459,201,2023-01-05,1,5,Credit Card,Processing
40929,480,238,2023-01-05,1,0,Debit Card,Completed
27900,817,149,2023-01-05,5,5,Cash,Completed
16689,299,115,2023-01-05,2,5,PayPal,Completed
5594,570,213,2023-01-05,1,5,Debit Card,Completed
37922,347,188,2023-01-05,2,0,Debit Card,Completed
34103,839,115,2023-01-05,2,5,Credit Card,Completed
28998,4,186,2023-01-05,2,10,PayPal,Completed
32829,449,9999,2023-01-05,1,0,Cash,Completed
40904,12,175,2023-01-05,2,5,Credit Card,Completed
38242,275,194,2023-01-05,2,0,PayPal,Completed
48152,384,222,2023-01-05,1,0,PayPal,Completed
1827,207,112,2023-01-05,2,0,PayPal,Completed
37218,770,103,2023-01-05,1,0,Debit Card,Shipped
48414,902,187,2023-01-05,2,0,Credit Card,Completed
1691,462,127,2023-01-05,2,0,PayPal,Completed
11505,791,235,2023-01-05,3,0,Credit Card,Completed
4254,641,166,2023-01-05,-2,0,Cash,Shipped
22862,155,178,2023-01-05,3,0,Credit Card,Completed
26160,779,244,2023-01-05,2,0,PayPal,Completed
28352,944,154,2023-01-05,2,0,Credit Card,Completed
43985,794,201,2023-01-05,2,0,PayPal,Completed
19066,312,173,2023-01-05,2,5,Credit Card,Completed
20287,168,141,2023-01-05,1,0,PayPal,Completed
2658,71,236,2023-01-05,1,10,Credit Card,Completed
40084,126,244,2023-01-05,1,0,Credit Card,Completed
15845,771,216,2023-01-05,1,0,Cash,Completed
36777,939,118,2023-01-05,1,5,Credit Card,Completed
12133,209,209,2023-01-05,1,0,Credit Card,Completed
28617,190,109,2023-01-05,1,5,Credit Card,Completed
7420,972,221,2023-01-05,1,5,Debit Card,Completed
9150,505,146,2023-01-05,3,0,Credit Card,Completed
19782,463,168,2023-01-05,1,5,Credit Card,Completed
31169,499,193,2023-01-05,2,0,Credit Card,Completed
8093,22,115,2023-01-05,2,0,Credit Card,Cancelled
25851,271,241,2023-01-05,2,5,Debit Card,Cancelled
23385,581,161,2023-01-05,2,5,Credit Card,Shipped
4483,381,216,2023-01-05,2,0,Cash,Completed
1949,786,247,2023-01-05,1,5,PayPal,Completed
20278,993,104,2023-01-05,2,5,Credit Card,Shipped
23042,30,200,2023-01-05,1,5,Debit Card,Processing
4083,951,121,2023-01-05,1,0,Credit Card,Completed
26678,975,198,2023-01-05,2,5,Credit Card,Completed
11047,461,168,2023-01-05,2,0,Credit Card,Completed
37151,420,151,2023-01-05,1,5,Credit Card,Processing
46911,531,118,2023-01-05,1,0,Debit Card,Completed
10173,501,245,2023-01-05,1,0,Credit Card,Completed
16198,776,248,2023-01-06,3,5,Credit Card,Completed
5870,607,167,2023-01-06,2,0,Credit Card,Completed
16216,506,211,2023-01-06,1,0,Credit Card,Completed
2665,631,214,2023-01-06,1,0,Debit Card,Shipped
4862,103,197,2023-01-06,2,0,Cash,Completed
35655,768,129,2023-01-06,1,0,Credit Card,Completed
41980,712,231,2023-01-06,2,5,PayPal,Shipped
11395,731,243,2023-01-06,3,0,Credit Card,Completed
5843,430,203,2023-01-06,2,5,Credit Card,Completed
43437,775,204,2023-01-06,1,0,Credit Card,Completed
32539,702,153,2023-01-06,1,0,Credit Card,Completed
29439,60,168,2023-01-06,3,5,Credit Card,Completed
10691,868,121,2023-01-06,2,0,Credit Card,Completed
4868,724,173,2023-01-06,1,0,Debit Card,Completed
21080,303,125,2023-01-06,2,0,Credit Card,Completed
38349,531,165,2023-01-06,1,5,Debit Card,Completed
48729,526,106,2023-01-06,2,5,PayPal,Completed
25804,333,151,2023-01-06,2,0,Debit Card,Completed
6623,751,211,2023-01-06,1,5,PayPal,Completed
4546,100,217,2023-01-06,3,0,PayPal,Completed
24381,724,165,2023-01-06,1,10,Credit Card,Completed
41041,667,139,2023-01-06,2,5,Credit Card,Cancelled
37718,177,119,2023-01-06,1,0,PayPal,Completed
3672,881,230,2023-01-06,1,0,Credit Card,Completed
47836,945,152,2023-01-06,1,0,Debit Card,Completed
47166,720,155,2023-01-06,1,0,Credit Card,Completed
5140,158,168,2023-01-06,2,5,Debit Card,Completed
41134,655,243,2023-01-06,2,5,Debit Card,Completed
37677,990,210,2023-01-06,1,10,Credit Card,Shipped
36815,217,166,2023-01-06,1,5,Debit Card,Completed
43767,900,121,2023-01-06,5,5,PayPal,Completed
31494,846,167,2023-01-06,1,0,PayPal,Completed
38782,746,124,2023-01-06,4,5,Credit Card,Completed
30567,577,113,2023-01-06,1,0,Credit Card,Completed
27445,248,134,2023-01-06,5,5,Debit Card,Completed
17102,948,166,2023-01-06,2,0,PayPal,Completed
22315,38,228,2023-01-06,3,0,PayPal,Completed
15507,121,200,2023-01-06,5,5,Credit Card,Completed
50664,749,125,2023-01-06,5,0,Credit Card,Completed
37163,58,200,2023-01-06,1,0,Debit Card,Completed
34156,334,171,2023-01-06,2,5,Credit Card,Completed
2951,360,240,2023-01-06,1,0,Credit Card,Completed
3176,584,218,2023-01-06,1,5,Debit Card,Completed
32897,967,106,2023-01-06,5,0,Debit Card,Completed
36024,9999,214,2023-01-06,2,5,Debit Card,Completed
50236,156,233,2023-01-06,1,10,Credit Card,Processing
48232,535,163,2023-01-06,2,5,Credit Card,Completed
30483,110,135,2023-01-06,1,0,Cash,Completed
48487,533,105,2023-01-06,1,0,Debit Card,Shipped
23154,431,117,2023-01-06,1,5,Debit Card,Completed
40870,14,236,2023-01-06,1,0,Credit Card,Completed
46478,733,240,2023-01-06,1,0,Debit Card,Completed
13221,50,103,2023-01-06,2,0,Credit Card,Shipped
20173,509,224,2023-01-06,1,5,Credit Card,Completed
41464,218,121,2023-01-06,1,0,Debit Card,Completed
3197,776,9999,2023-01-06,2,0,Credit Card,Completed
30217,75,175,2023-01-06,1,5,Debit Card,Completed
13890,39,163,2023-01-06,2,5,PayPal,Completed
49944,856,161,2023-01-06,1,0,Credit Card,Completed
8978,231,204,2023-01-06,1,0,Cash,Shipped
44237,711,190,2023-01-06,1,0,Credit Card,Completed
21220,463,204,2023-01-06,1,0,Credit Card,Completed
24551,674,166,2023-01-06,3,0,Credit Card,Completed
8041,853,154,2023-01-06,2,0,Debit Card,Completed
32634,580,135,2023-01-06,2,0,Credit Card,Completed
9850,787,154,2023-01-06,1,0,Credit Card,Completed
32147,551,214,2023-01-06,1,0,Credit Card,Completed
24524,419,224,2023-01-07,1,0,Credit Card,Completed
46438,498,167,2023-01-07,1,0,Credit Card,Completed
17584,558,172,2023-01-07,1,5,Credit Card,Completed
6676,18,193,2023-01-07,2,5,PayPal,Completed
27234,9,104,2023-01-07,1,0,Credit Card,Completed
41129,9999,110,2023-01-07,1,0,Credit Card,Completed
23738,113,173,2023-01-07,1,0,Debit Card,Completed
46758,597,188,2023-01-07,1,0,Credit Card,Completed
32128,553,175,2023-01-07,1,0,Credit Card,Completed
16320,975,170,2023-01-07,2,0,Credit Card,Completed
21075,307,137,2023-01-07,1,0,Debit Card,Completed
41054,512,116,2023-01-07,1,0,Credit Card,Completed
16722,229,108,2023-01-07,1,0,Credit Card,Processing
2897,344,117,2023-01-07,1,0,Credit Card,Completed
30922,778,234,2023-01-07,1,0,Credit Card,Completed
9765,414,9999,2023-01-07,1,0,Credit Card,Shipped
40260,695,240,2023-01-07,3,5,Credit Card,Completed
13959,835,244,2023-01-07,1,10,Credit Card,Completed
26563,364,214,2023-01-07,2,10,Credit Card,Completed
26541,367,229,2023-01-07,1,0,Cash,Completed
23565,630,155,2023-01-07,2,5,Credit Card,Completed
49197,679,139,2023-01-07,1,0,Credit Card,Completed
41881,904,234,2023-01-07,2,5,Credit Card,Completed
44542,801,122,2023-01-07,1,5,Credit Card,Completed
13541,891,171,2023-01-07,3,0,PayPal,Completed
37735,542,247,2023-01-07,2,0,Debit Card,Completed
41804,767,200,2023-01-07,-1,0,Debit Card,Completed
26621,694,138,2023-01-07,1,0,Debit Card,Completed
33503,195,156,2023-01-07,3,5,Credit Card,Completed
47089,593,213,2023-01-07,1,0,Credit Card,Completed
27785,467,214,2023-01-07,1,5,Credit Card,Completed
25562,143,190,2023-01-07,1,5,Debit Card,Completed
46289,744,104,2023-01-07,3,5,Debit Card,Completed
49507,170,147,2023-01-07,1,0,Debit Card,Shipped
35169,236,109,2023-01-07,1,0,Credit Card,Completed
10479,714,245,2023-01-07,2,0,Credit Card,Shipped
18269,548,237,2023-01-07,1,5,Credit Card,Completed
3539,186,246,2023-01-07,1,5,Debit Card,Processing
6982,542,232,2023-01-07,3,0,PayPal,Shipped
36131,609,162,2023-01-07,2,0,PayPal,Completed
25069,73,226,2023-01-07,1,0,Debit Card,Completed
17829,593,134,2023-01-07,2,0,Debit Card,Completed
9313,791,191,2023-01-07,2,0,Credit Card,Completed
46654,434,105,2023-01-07,2,5,PayPal,Completed
30685,355,177,2023-01-07,2,0,Credit Card,Completed
37282,99,136,2023-01-07,1,10,Debit Card,Completed
12208,932,155,2023-01-07,3,0,PayPal,Shipped
13235,642,125,2023-01-07,1,5,Credit Card,Completed
12396,436,145,2023-01-07,2,5,Credit Card,Completed
25946,175,144,2023-01-07,2,5,Debit Card,Shipped
10738,93,141,2023-01-07,1,0,PayPal,Completed
15425,266,138,2023-01-07,1,0,Credit Card,Completed
3709,876,238,2023-01-07,2,5,Debit Card,Completed
8911,485,156,2023-01-07,1,0,Debit Card,Completed
19691,473,107,2023-01-07,2,0,Debit Card,Completed
4103,785,248,2023-01-07,2,0,PayPal,Completed
22378,505,212,2023-01-07,2,5,Cash,Completed
28996,707,170,2023-01-07,1,0,Debit Card,Completed
31738,248,106,2023-01-07,2,0,Debit Card,Shipped
38421,986,112,2023-01-07,1,5,Credit Card,Completed
31041,214,142,2023-01-07,1,5,Debit Card,Completed
44825,819,107,2023-01-07,2,0,Credit Card,Completed
